course_id,instructor,gradeACount,gradeBCount,gradeCCount,gradeDCount,gradeFCount,gradePCount,gradeNPCount
PUBHLTH60,"UNKNOWN, INSTRUCTOR",70,15,3,2,2,1,1
PUBHLTH101,"UNKNOWN, INSTRUCTOR",31,14,6,2,0,0,0
PUBHLTH102,"TORRES, I.",39,6,4,0,1,0,0
PUBHLTH122,[REDACTED],36,2,0,0,0,0,0
PUBHLTH126,[REDACTED],11,4,3,0,2,0,0
PUBHLTH127,"UNKNOWN, INSTRUCTOR",56,18,3,0,3,1,1
PUBHLTH135,"UNKNOWN, INSTRUCTOR",13,8,0,0,0,0,0
PUBHLTH139,"UNKNOWN, INSTRUCTOR",5,3,1,0,1,0,0
PUBHLTH170,[REDACTED],59,6,5,1,3,2,2
PUBHLTH195W,"UNKNOWN, INSTRUCTOR",15,7,4,2,6,0,0
SOCECOL10,"UNKNOWN, INSTRUCTOR",15,3,3,0,0,0,0
SOCECOL10,"LYNCH, M.",342,96,16,6,8,10,0
SOCECOL13,"UNKNOWN, INSTRUCTOR",18,11,1,1,4,2,0
SOCECOL13,"DENT, A.",207,76,14,8,12,0,1
SOCECOL106W,"UNKNOWN, INSTRUCTOR",43,0,0,0,0,0,0
SOCECOL183A,"UNKNOWN, INSTRUCTOR",15,2,0,1,0,1,0
SOCECOL183A,"DARIAN-SMITH, E.",14,8,2,0,2,0,0
SOCECOL195,"SCURICH, N.",0,0,0,0,0,95,9
SOCECOL195W,"YIM, I.",13,7,6,2,2,0,0
SOCSCI1A,"UNKNOWN, INSTRUCTOR",51,5,3,1,4,3,0
SOCSCI3A,"UNKNOWN, INSTRUCTOR",138,57,19,7,11,14,3
SOCSCI3A,"MORGAN, P.",1208,127,18,10,34,84,12
SOCSCI4A,"UNKNOWN, INSTRUCTOR",14,1,0,1,0,0,0
SOCSCI4A,"MCCARTY, P.",593,38,12,3,11,18,3
SOCSCI10B,"UNKNOWN, INSTRUCTOR",10,11,7,7,0,1,0
SOCSCI10C,"LUI, J.",643,466,434,236,230,60,43
SOCSCI17,"UNKNOWN, INSTRUCTOR",15,1,1,0,1,0,0
SOCSCI120,"UNKNOWN, INSTRUCTOR",10,0,0,0,0,1,0
SOCSCI134W,"UNKNOWN, INSTRUCTOR",28,5,1,1,2,3,0
SOCSCI164B,"VALDEZ, A.",797,172,19,4,6,26,3
SOCSCI164C,"VALDEZ, A.",909,352,59,11,17,54,2
SOCSCI164D,"UNKNOWN, INSTRUCTOR",43,23,1,0,0,2,0
SOCSCI172AW,"UNKNOWN, INSTRUCTOR",42,38,10,2,0,22,0
SOCSCI172AW,"STEWART, K.",217,101,30,2,15,108,6
SOCSCI172AW,"DEWAN, W.",886,42,7,1,9,104,4
SOCSCI183A,"DARIAN-SMITH, E.",18,6,1,1,3,1,2
SOCSCI184GW,"UNKNOWN, INSTRUCTOR",6,16,1,0,1,5,0
SOCSCI184GW,"CHAVIRA, R.",70,203,69,9,14,274,30
SOCSCI189,"UNKNOWN, INSTRUCTOR",26,0,0,0,0,0,0
SOCIOL1,"UNKNOWN, INSTRUCTOR",62,2,0,0,3,3,0
SOCIOL1,[REDACTED],18,8,3,0,1,3,1
SOCIOL3,"UNKNOWN, INSTRUCTOR",8,5,1,0,1,1,0
SOCIOL3,"ROSALES, R.",1537,331,79,19,21,62,21
SOCIOL10A,"UNKNOWN, INSTRUCTOR",6,3,5,2,0,2,0
SOCIOL31,"SCHUSTER, T.",150,331,173,32,35,19,15
SOCIOL62,"UNKNOWN, INSTRUCTOR",14,13,3,4,4,2,3
SOCIOL110,"UNKNOWN, INSTRUCTOR",21,11,2,0,3,0,0
SOCIOL120,"KIM, J.",188,199,83,17,4,12,0
SOCIOL134,"UNKNOWN, INSTRUCTOR",6,8,2,1,0,0,0
SOCIOL142,"UNKNOWN, INSTRUCTOR",12,5,0,0,3,0,0
SOCIOL154,"UNKNOWN, INSTRUCTOR",21,13,1,0,2,0,0
SOCIOL167A,"VEGA, I.",185,49,16,3,4,2,2
SOCIOL174,[REDACTED],5,3,1,0,1,0,0
SOCIOL180AW,"SMITH, D.",7,29,24,5,1,1,0
SPANISHS1AB,"UNKNOWN, INSTRUCTOR",19,3,0,0,0,3,0
SPANISHS1BC,"VASQUEZ, J.",11,6,2,0,2,3,1
SPANISHS1BC,[REDACTED],6,5,2,0,0,0,0
SPANISHS2BC,[REDACTED],11,8,0,0,0,0,0
STATS7,"UNKNOWN, INSTRUCTOR",52,10,4,1,1,0,3
STATS7,[REDACTED],18,15,2,1,3,0,1
STATS8,"UNKNOWN, INSTRUCTOR",45,18,8,0,0,0,0
STATS67,"UNKNOWN, INSTRUCTOR",34,11,0,1,1,1,0
STATS67,[REDACTED],25,11,3,0,0,0,0
STATS110,"UNKNOWN, INSTRUCTOR",43,10,6,3,0,1,0
STATS120A,"UNKNOWN, INSTRUCTOR",20,15,3,1,0,0,0
STATS120B,"SHEN, W.",346,255,85,22,10,23,4
UPPP4,"NICHOLLS, W.",812,566,48,5,24,74,11
UPPP5,"UNKNOWN, INSTRUCTOR",17,5,1,0,0,1,0
UPPP115,"UNKNOWN, INSTRUCTOR",19,0,0,0,0,0,0
UPPP170,[REDACTED],10,3,0,0,1,1,1
UPPP172,"TORRES, R.",183,51,25,3,2,3,0
UPPP177,"UNKNOWN, INSTRUCTOR",19,1,0,0,0,0,0
WRITING39A,"WAY, J.",119,131,48,6,47,40,18
WRITING39B,"WAY, J.",202,150,26,4,62,90,45
WRITING39C,"WAY, J.",925,660,99,21,182,465,90
WRITING139W,"WAY, J.",120,108,27,2,22,65,3
ACENG20A,"QURESHI, A.",0,0,0,0,0,200,12
ACENG20A,"WOLFF, B.",0,0,0,0,0,91,8
ACENG20A,"NAM, V.",0,0,0,0,0,84,14
ACENG20A,"SPENCER, P.",0,0,0,0,0,142,9
ACENG20A,"VIMUTTINAN, C.",0,0,0,0,0,75,4
ACENG20A,"MAHMOODI, SHAHREBAB.",0,0,0,0,0,25,1
ACENG20A,"STERN, H.",0,0,0,0,0,118,7
ACENG20A,"LUDWIG, J.",0,0,0,0,0,71,6
ACENG20B,"KIRTON GLOVER, R.",0,0,0,0,0,13,1
ACENG20C,"ZAYED, O.",0,0,0,0,0,123,8
ACENG20C,"KIM, J.",0,0,0,0,0,139,6
ACENG20C,"KARKAFI, L.",0,0,0,0,0,148,10
ACENG20C,"QURESHI, A.",0,0,0,0,0,147,6
ACENG22A,"ZHAO, Y.",13,8,5,3,2,5,0
ACENG22A,"STERN, H.",44,19,7,1,5,58,5
ACENG22A,"RUGGIERO, G.",129,8,1,0,1,30,2
ACENG22A,"SPENCER, P.",61,14,2,1,0,73,5
ACENG22A,"MAHMOODI, SHAHREBAB.",32,14,2,0,0,11,0
ACENG22A,"STRIEDTER, A.",27,21,9,0,4,74,11
ACENG22A,"WOLFF, B.",89,10,6,1,3,11,3
ACENG22A,"NAM, V.",56,19,2,1,4,79,1
ACENG22A,"LUDWIG, J.",85,10,5,2,2,55,3
ACENG22A,"RUSSELL, V.",7,2,1,1,3,42,2
ACENG22A,"TRYGSTAD, B.",36,2,0,0,3,1,0
ACENG22A,"VIMUTTINAN, C.",27,7,2,0,2,37,4
ACENG139W,"LEVIN, K.",44,91,24,0,7,72,4
ACENG139W,"MURANOVA, O.",39,15,0,0,1,8,0
ACENG139W,"ZHAO, Y.",8,3,0,0,0,0,0
AFAM40A,"SPEARE, M.",172,0,2,1,1,3,0
AFAM113,"MURILLO, J.",60,7,0,0,0,0,0
AFAM118,"MURILLO, J.",49,1,0,0,0,0,0
AFAM138,"MILLWARD, J.",38,5,4,3,1,2,1
ANTHRO2A,"DOUGLAS, T.",4320,634,184,39,50,85,26
ANTHRO2B,"EGAN, J.",465,763,823,131,98,112,42
ANTHRO2C,"STRAUGHN, I.",190,105,44,24,33,29,9
ANTHRO10A,"HUFFMAN, M.",111,134,121,19,3,8,1
ANTHRO41A,"DOUGLAS, T.",2691,500,101,25,55,148,29
ANTHRO100A,"OLSON, V.",44,4,0,0,1,0,0
ANTHRO100B,"ZARATE, S.",37,7,3,0,2,0,0
ANTHRO125A,"EGAN, J.",34,20,13,4,5,5,1
ANTHRO128A,"CRANO, R.",12,1,0,1,1,0,0
ANTHRO129,"ZARATE, S.",26,2,0,0,0,1,0
ANTHRO134B,"LOWMAN, C.",60,8,0,0,0,0,0
ANTHRO139,"DOUGLAS, T.",211,27,9,0,9,5,1
ANTHRO139,"SOJOYNER, D.",37,5,0,0,2,2,0
ANTHRO149,"STRAUGHN, I.",30,14,5,1,0,1,1
ANTHRO162B,"DROVER, C.",85,74,23,1,7,6,2
ANTHRO163A,"EGAN, J.",51,49,29,5,3,4,6
ANTHRO169,"DUNCAN, R.",22,39,9,1,3,0,0
ANTHRO180AW,"ZHAN, M.",20,3,0,1,2,0,0
ARABIC1A,"MANIAR, R.",61,6,3,1,5,12,2
ART1A,"MAJOLI, M.",223,67,13,3,6,5,0
ART9A,"TREND, D.",1891,74,15,3,3,5,0
ART20A,"AWAD, S.",110,18,0,0,0,5,0
ART30A,"AWAD, S.",136,17,0,0,0,4,2
ART30B,"AWAD, S.",134,2,0,0,0,1,0
ART40,"WOJAS, M.",14,0,0,0,0,0,0
ART71A,"RIVAS, S.",41,0,0,0,0,0,0
ART71A,"ROBERTS, W.",160,9,0,0,0,4,0
ART71B,"KIM, A.",44,0,0,0,0,0,0
ART81A,"JACKSON, J.",169,2,0,0,0,5,1
ART81B,"JACKSON, J.",83,0,0,0,0,1,0
ART91,"PARSONS, D.",82,6,1,0,0,1,0
ART101W,"ANASTAS, R.",245,0,0,0,0,4,0
ART109,"PARSONS, D.",136,8,1,0,0,0,0
ART123B,"TREND, D.",220,4,2,1,1,1,0
ART126B,"BEAVERS, I.",12,6,0,0,0,0,0
ART128,"PARSONS, D.",139,8,3,0,0,0,0
ART130A,"BEAVERS, I.",17,4,0,0,0,0,0
ART150,"APPEL, K.",55,5,0,0,0,0,0
ART152A,"COOLIDGE, M.",51,10,0,0,1,0,0
ART152B,"ROBERTS, W.",31,5,0,1,0,0,0
ART199,"GLYNN, M.",5,0,0,0,0,22,0
ART199,"ROSS-HO, A.",5,0,0,0,0,41,0
ARTHIS40A,"CANEPA, M.",322,118,56,42,14,46,23
ARTHIS44,"VOLZ, S.",141,56,3,0,6,11,1
ARTHIS140B,"COOKS CUMBO, B.",15,6,2,0,0,1,0
ARTHIS145C,"MASSEY, L.",33,2,1,1,0,1,0
ARTHIS150,"WUE, R.",32,19,1,2,0,1,1
ARTHIS185,"DAVISON, M.",19,1,0,0,1,1,0
ARTHIS199,"PATEL, A.",12,0,0,0,0,1,0
ARTS199,"TERRICCIANO, A.",32,0,0,0,0,2,0
ASIANAM151C,"LEE, J.",43,4,2,1,3,3,0
ASIANAM151F,"SHROFF, B.",77,16,0,0,0,2,0
BIOSCI2A,"METHERATE, R.",0,0,0,0,0,4352,203
BIOSCI2B,"METHERATE, R.",0,0,0,0,0,574,12
BIOSCI2D,"KADANDALE, P.",0,0,0,0,0,663,21
BIOSCI3B,"METHERATE, R.",0,0,0,0,0,1101,38
BIOSCI6,"PRATT, J.",118,18,8,2,9,5,1
BIOSCI17,"HUGHES, B.",512,79,16,0,1,7,3
BIOSCI35,"LEW, A.",508,437,175,39,49,26,15
BIOSCI36,"NICHOLAS, A.",787,278,109,14,13,95,11
BIOSCI45,"TENNER, A.",45,79,65,16,15,16,6
BIOSCI93,"WILLIAMS, A.",841,669,309,81,27,17,8
BIOSCI93,"BUSCIGLIO, J.",1704,1083,515,184,119,24,20
BIOSCI97,"BARDWELL, L.",1319,1003,553,199,24,11,2
BIOSCI97,"WARRIOR, R.",869,483,233,47,14,1,2
BIOSCI97,"THORNTON, K.",178,215,157,53,13,1,0
BIOSCI97,"KVON, E.",130,86,29,8,0,1,0
BIOSCI97,"CINQUIN, O.",708,995,664,136,53,5,8
BIOSCI100,"WILLIAMS, A.",1848,394,44,14,17,109,2
BIOSCI100,"CAMERINI, D.",1746,406,51,4,7,24,2
BIOSCI190,"METHERATE, R.",0,0,0,0,0,947,15
BIOSCI192,"LOUDON, C.",307,0,0,0,0,0,0
BIOSCI192,"METHERATE, R.",208,0,0,0,0,0,0
BIOSCI193A,"HARVEY, R.",34,0,0,0,0,1,0
BIOSCI197,"MOTA-BRAVO, L.",3,0,0,0,0,149,0
BIOSCI197,"KIMBALL, S.",110,0,0,0,0,1,0
BIOSCI197,"ROSE, M.",75,0,0,0,0,0,0
BIOSCI197,"GRILL, J.",56,0,0,0,0,0,0
BIOSCI199,"AKBARI, Y.",212,0,0,0,0,1,0
BIOSCI199,"BEIER, K.",185,3,0,0,0,1,0
BIOSCI199,"BILLIMEK, J.",233,0,0,0,0,0,0
BIOSCI199,"CHAKRAVARTHY, B.",123,0,0,0,0,1,0
BIOSCI199,"CHRASTIL, E.",55,0,0,0,0,0,0
BIOSCI199,"KONG, A.",41,0,0,0,0,0,0
BIOSCI199,"LA SPADA, A.",79,0,0,0,0,0,0
BIOSCI199,"MCNAUGHTON, B.",77,0,0,0,0,0,0
BIOSCI199,"MOONEY, K.",64,0,0,0,0,0,0
BIOSCI199,"MUKHERJEE, J.",90,0,0,0,0,1,0
BIOSCI199,"PLIKUS, M.",192,0,0,0,0,0,0
BIOSCI199,"ROSE, M.",111,0,0,0,0,0,0
BIOSCI199,"SEILER, M.",246,5,1,0,0,0,0
BIOSCI199,"VILLALTA, S.",105,0,0,0,0,2,0
BIOSCI199,"WOOD, M.",91,0,0,0,0,0,0
BIOSCI199,"XU, X.",185,1,0,0,0,0,0
BIOSCID103,"ATWOOD, S.",462,523,540,15,5,1,1
BIOSCID111L,"LEE, S.",943,76,17,9,11,0,0
BIOSCID132,"MORTAZAVI, S.",261,209,42,10,8,1,0
BIOSCID137,"SCHILLING, T.",83,110,93,17,12,4,2
BIOSCIE106,"HUGHES, B.",1014,17,3,0,4,0,0
BIOSCIE106,"BRACKEN, M.",794,190,50,15,10,8,4
BIOSCIE107,"LAMB, J.",0,0,0,0,0,47,1
BIOSCIE109,"HICKS, J.",499,139,39,0,1,0,1
BIOSCIE109,"CONNOR, K.",280,206,96,40,7,3,0
BIOSCIE112L,"AGUILAR-ROCA, N.",2408,889,204,32,32,2,1
BIOSCIE117A,"HICKS, J.",66,0,0,0,0,0,0
BIOSCIE124,"WODARZ, D.",12,9,0,0,0,0,0
BIOSCIE127,"HUXMAN, T.",164,2,1,0,0,0,0
BIOSCIE133,"RODRIGUEZ, VERDUGO.",42,4,0,0,0,0,0
BIOSCIE153,"RANZ NAVALPOTRO, J.",53,53,36,7,6,0,0
BIOSCIE155,"AGUILAR-ROCA, N.",324,34,1,0,0,0,0
BIOSCIE186L,"SORTE, C.",40,42,7,2,3,0,1
BIOSCIH90,"ROSE, M.",287,9,5,0,0,0,0
BIOSCIH93,"EDINGER, A.",185,19,2,1,1,0,0
BIOSCIH97,"PARSONS, M.",123,73,10,5,2,0,0
BIOSCIM114,"TSAI, S.",41,21,8,2,1,1,0
BIOSCIM114L,"KADANDALE, P.",178,142,26,2,9,7,2
BIOSCIM116L,"JHA, N.",380,23,4,3,2,0,0
BIOSCIM118L,"BARRY, R.",644,130,16,1,3,6,0
BIOSCIM121,"WALSH, C.",206,180,101,22,9,3,0
BIOSCIM123,"LUO, R.",43,2,1,0,0,0,0
BIOSCIM124A,"WHITESON, K.",95,81,16,1,2,0,0
BIOSCIM190,"WHITESON, K.",47,9,0,0,0,0,0
BIOSCIN115A,"LEW, A.",192,74,21,1,5,0,0
BIOSCIN120A,"NICHOLAS, A.",509,4,0,0,0,0,0
BIOSCIN123L,"STARK, C.",114,16,4,2,4,1,1
BIOSCIN147,"CRAMER, K.",185,109,20,1,0,2,0
BIOSCIN152,"CRAMER, K.",204,98,33,11,3,2,2
BIOSCIN153,"FOWLER, C.",171,32,11,1,0,1,0
BIOSCIN158,"CAHILL, L.",80,110,63,6,0,7,0
BIOSCIN174,"MCNAUGHTON, B.",16,21,1,2,1,0,1
BME1,"OOMEN, P.",188,21,0,0,1,1,0
BME60A,"CHOI, B.",119,32,11,4,7,0,0
BME60B,"DING, F.",191,63,32,8,8,0,1
BME110A,"KING, C.",187,196,105,35,30,1,0
BME120,"LOPOUR, B.",219,239,123,22,0,0,0
BME130,"XIANG, L.",42,40,19,6,1,0,0
BME132,"LUO, R.",46,0,0,1,0,0,0
BME160,"DOWNING, T.",155,51,1,0,0,0,0
BME195,"HUI, E.",35,5,0,0,0,0,0
BME195,"LIU, C.",9,8,0,0,0,1,0
BME195,"BOTVINICK, E.",53,0,0,0,0,0,0
BME199,"CHOI, B.",31,0,0,0,0,0,0
BME199,"TANG, W.",300,2,0,0,0,2,0
BME199,"KING, C.",181,3,0,0,0,4,0
CBE1,"KNIGHT, D.",0,0,0,0,0,113,2
CBE40A,"DA SILVA, N.",57,101,81,32,12,0,2
CBE105,"READ, E.",51,35,3,0,0,0,0
CBE120A,"SMITH, Q.",31,34,30,2,2,0,0
CBE140A,"KNIGHT, D.",65,128,2,1,0,0,0
CBE145,"ADAMS, T.",98,102,44,17,2,0,0
CBE160,"LI, H.",29,38,22,0,0,1,0
CBE176,"FINKELDEI, S.",26,64,45,2,4,0,0
CHEM1A,"ARASASINGHAM, R.",914,1587,989,206,264,17,16
CHEM1A,"HOLTON, A.",769,675,474,119,195,48,35
CHEM1A,"GE, N.",350,628,579,140,168,6,11
CHEM1LD,"EDWARDS, K.",2688,2441,726,73,68,11,3
CHEM1X,"NIZKORODOV, S.",0,0,0,0,0,1076,59
CHEM5,"SHAKA, A.",134,92,11,2,3,0,0
CHEM11,"SMITH, J.",0,0,0,0,0,413,3
CHEM51A,"GRIFFIN, M.",75,88,57,8,10,0,0
CHEM51A,"RYCHNOVSKY, S.",243,370,405,78,32,1,3
CHEM51A,"KING, S.",387,537,504,85,20,1,1
CHEM51A,"DONG, V.",440,569,396,135,26,0,4
CHEM51C,"VAN VRANKEN, D.",464,444,464,169,41,37,29
CHEM51LC,"LINK, R.",2511,1622,523,127,69,0,1
CHEM51LD,"LINK, R.",348,189,79,8,2,0,0
CHEM100S,"EDWARDS, K.",0,0,0,0,0,135,0
CHEM101W,"MANG, S.",67,60,13,0,2,6,0
CHEM107,"ARGUILLA, M.",155,176,42,13,10,0,0
CHEM132A,"MURRAY, C.",20,43,59,11,4,0,0
CHEM133,"FINKELDEI, S.",11,32,29,6,2,0,2
CHEM133L,"FINKELDEI, S.",1,9,0,0,0,0,0
CHEM152,"MANG, S.",269,166,61,9,7,0,1
CHEM160,"DONG, V.",77,8,1,0,0,0,0
CHEM192,"HOLTON, A.",193,0,0,0,0,16,0
CHEMH2A,"POTMA, E.",21,3,2,0,0,0,0
CHEMH180A,"SHAKA, A.",23,0,0,0,0,0,0
CHEMM2A,"SHAKA, A.",73,46,13,0,1,0,0
CHEMM2LA,"EDWARDS, K.",142,54,9,0,2,0,0
CHEMM3LC,"MARTIN, R.",120,5,5,1,0,0,0
CHEMM52LA,"KING, S.",113,114,25,5,3,0,0
CHC/LAT64,"DESIPIO, L.",67,168,52,14,26,32,3
CHC/LAT101,"ALMEIDA, I.",7,5,0,0,0,0,0
CHC/LAT139,"DUNCAN, R.",12,19,8,0,0,1,1
CHC/LAT170,"MOLINA, K.",15,4,2,0,1,0,0
CHC/LAT183,"GOLDENBERG, B.",52,6,1,1,1,0,0
CHINESE1A,"HSIEH, R.",137,53,13,2,0,27,1
CHINESE1MA,"PETERSEN, Y.",38,29,3,0,0,11,1
CHINESE2A,"CHEN, J.",68,33,8,2,1,18,0
CHINESE2A,"PETERSEN, Y.",15,5,3,0,0,2,0
CHINESE3A,"PETERSEN, Y.",59,6,1,0,0,16,0
CHINESE10,"LEE, T.",0,0,0,0,0,63,0
CHINESE40,"CHEN, J.",20,10,0,0,0,4,0
CHINESE100A,"ZHAO, Y.",33,9,0,0,0,0,0
ENGRCEE20,"VRUGT, J.",93,92,89,67,31,0,5
ENGRCEE30,"SUN, L.",67,138,116,54,22,2,1
ENGRCEE60,"ADELEYE, A.",197,48,6,1,4,3,0
ENGRCEE114,"NGUYEN, P.",38,7,0,0,0,0,0
ENGRCEE121,"AUZA, P.",26,37,15,1,0,0,0
ENGRCEE150,"ZAREIAN, F.",97,115,167,164,107,2,10
ENGRCEE150L,"ZAREIAN, F.",166,195,127,56,35,1,2
ENGRCEE152,"LANNING, J.",53,35,6,1,1,0,0
ENGRCEE155,"LANNING, J.",62,126,49,7,0,1,0
ENGRCEE170,"SANDERS, B.",142,224,174,93,35,0,1
ENGRCEE172,"DETWILER, R.",28,57,25,8,2,0,0
ENGRCEE176,"SOROOSHIAN, S.",49,75,26,1,1,0,0
ENGRCEE181A,"LANNING, J.",430,178,13,0,0,0,0
ENGRCEE195,"MOSALLAM, A.",42,0,0,0,0,3,0
ENGRCEE198,"LANNING, J.",119,0,0,0,0,1,0
CLASSIC36C,"BRANSCOME, D.",50,14,8,6,4,4,1
CLASSIC176,"ZISSOS, P.",10,3,3,0,0,1,1
PSYCH7A,"HAGEDORN, J.",3283,664,250,50,47,147,25
PSYCH9A,"PETERS, M.",294,361,150,54,20,16,2
PSYCH9B,"SARNECKA, B.",496,102,15,8,5,1,0
PSYCH9B,"GUNEY SCURICH, S.",213,110,50,16,11,1,1
PSYCH9C,"PEPLAK, J.",21,72,63,22,11,1,2
PSYCH10A,"ROUDER, J.",172,134,62,7,24,0,0
PSYCH10C,"HAGEDORN, J.",222,86,39,16,19,1,1
PSYCH56L,"BAR-SEVER, G.",121,11,6,3,4,2,0
COGS108,"SRINIVASAN, R.",19,13,0,0,0,0,0
PSYCH112A,"LOFGREN, C.",65,37,26,5,0,0,0
PSYCH112LA,"LOFGREN, C.",65,37,26,5,0,0,0
PSYCH119,"GROSSMAN, E.",261,44,10,0,8,3,0
PSYCH120D,"CHERNYAK, N.",173,60,7,3,1,1,0
PSYCH120P,"LEWIS, J.",1090,261,78,14,10,13,5
PSYCH121S,"MEDNICK, S.",427,249,71,8,3,4,1
PSYCH122I,"LEWIS, J.",590,99,18,2,10,2,1
PSYCH129,"BERG, B.",325,96,6,2,0,2,0
PSYCH139,"RICHARDS, V.",69,39,15,1,1,1,0
PSYCH143P,"PIZLO, Z.",80,77,58,14,10,10,4
PSYCH161H,"CRAMER, K.",43,51,9,2,0,5,0
PSYCH174H,"MOLINA, K.",154,23,5,2,4,1,1
PSYCH198,"CHERNYAK, N.",21,1,0,0,0,0,0
PSYCH198,"MEDNICK, S.",57,0,0,0,0,30,0
COMLIT9,"GAMBER, J.",130,31,7,0,1,1,0
COMLIT60A,"NEWMAN, J.",507,89,14,3,16,21,5
COMLIT121,"ABBAS, M.",13,10,1,0,0,0,0
COMLIT131,"AMIRAN, E.",12,8,0,0,0,0,0
COMLIT150,"MOURAD, G.",10,0,0,0,1,1,0
COMPSCI112,"ZHAO, S.",182,117,52,30,13,2,1
COMPSCI115,"HAYES, W.",46,43,35,7,17,0,1
COMPSCI117,"BERG, A.",46,10,0,0,0,2,0
COMPSCI121,"LOPES, C.",243,153,31,9,24,0,0
COMPSCI122A,"MEHROTRA, S.",260,235,77,18,11,4,0
COMPSCI122B,"HEROLD, J.",57,14,12,6,3,1,0
COMPSCI132,"JORDAN, S.",184,349,74,11,15,1,2
COMPSCI134,"CHEN, Q.",227,137,37,4,11,2,6
COMPSCI141,"KLEFSTAD, R.",909,487,159,38,43,2,2
COMPSCI143A,"BIC, L.",590,310,173,68,15,52,4
COMPSCI151,"IMANI, M.",25,8,2,1,1,0,0
COMPSCI161,"DILLENCOURT, M.",1131,613,181,32,6,13,1
COMPSCI163,"EPPSTEIN, D.",382,398,123,7,0,5,0
COMPSCI169,"MJOLSNESS, E.",116,36,12,2,4,1,2
COMPSCI171,"KASK, K.",1604,395,59,6,20,85,14
COMPSCI175,"SMYTH, P.",150,89,10,1,1,1,0
COMPSCI178,"SMYTH, P.",87,135,36,3,7,0,1
COMPSCI183,"LUO, R.",53,2,1,0,0,0,0
COMPSCI184A,"XIE, X.",85,44,2,0,4,1,0
CSE112,"LEE, H.",98,158,78,2,25,1,0
CRM/LAWC7,"JENNESS, V.",608,430,78,18,27,16,5
CRM/LAWC10,"DALTON, T.",712,414,114,33,42,13,10
CRM/LAWC100,"BERK, H.",108,51,8,0,1,2,1
CRM/LAWC100,"CURRIE, E.",1255,90,15,5,8,6,6
CRM/LAWC100,"QUINTANA, NAVARRETE.",81,23,3,1,2,0,0
CRM/LAWC101,"BERK, H.",549,185,60,10,9,13,3
CRM/LAWC107,"GOLOB, B.",665,74,14,5,7,8,0
CRM/LAWC108,"LYNCH, M.",58,28,8,6,0,1,1
CRM/LAWC111,"REITER, K.",97,7,1,1,1,0,0
CRM/LAWC120,"HAN, S.",348,46,24,7,9,1,0
CRM/LAWC122,"GOLOB, B.",734,142,25,6,15,5,5
CRM/LAWC126,"SYKES, B.",74,27,2,2,2,1,1
CRM/LAWC135,"HAN, S.",224,1,2,5,0,0,0
CRM/LAWC141,"CABATINGAN, L.",53,30,5,5,6,2,0
CRM/LAWC165,"COLE, S.",118,99,36,9,7,1,1
CRM/LAWC167,"MC CLEARY, R.",347,303,57,0,0,3,0
CRM/LAWC175,"HIPP, J.",47,35,14,3,2,0,0
CRM/LAWC180,"WILLIAMS, K.",202,8,2,2,6,0,0
DANCE2,"SHARP, K.",199,12,6,1,0,0,0
DANCE14,"SHARP, K.",0,0,0,0,0,553,16
DANCE21A,"TERRICCIANO, A.",151,35,2,1,0,2,0
DANCE30A,"DE SOUZA SANTOS, V.",0,0,0,0,0,78,12
DANCE30A,"DIEFENDERFER, D.",0,0,0,0,0,220,1
DANCE40A,"GILMOUR, L.",0,0,0,0,0,66,2
DANCE50A,"JOHNSON, A.",0,0,0,0,0,56,0
DANCE52A,"JOHNSON, A.",68,0,0,0,0,6,0
DANCE53A,"JOHNSON, A.",0,0,0,0,0,48,3
DANCE60A,"GILMOUR, L.",146,7,0,0,0,0,0
DANCE90A,"COREY, M.",98,39,6,5,2,0,0
DANCE103,"DIEFENDERFER, D.",201,20,2,0,0,29,2
DANCE132A,"DE SOUZA SANTOS, V.",27,62,3,1,1,0,0
DANCE133A,"DIEFENDERFER, D.",43,45,1,0,1,1,0
DANCE134A,"DE SOUZA SANTOS, V.",57,38,1,0,0,10,2
DANCE135A,"DE SOUZA SANTOS, V.",35,11,0,0,0,8,0
DANCE142A,"GILMOUR, L.",42,0,0,0,0,0,0
DANCE143A,"GILMOUR, L.",152,13,6,1,0,3,1
DANCE144A,"GILMOUR, L.",20,1,0,0,0,1,0
DANCE152A,"JOHNSON, A.",30,3,0,0,0,0,0
DANCE153A,"JOHNSON, A.",46,12,0,0,0,2,0
DANCE155A,"JOHNSON, A.",10,0,0,0,0,0,0
DANCE156A,"JOHNSON, A.",19,0,0,0,1,0,0
DANCE162A,"GRIFFIN, C.",32,0,1,0,0,0,0
DANCE163,"HALL, C.",85,1,1,0,0,0,0
DANCE172,"NAUGLE, L.",135,1,0,0,0,0,0
DANCE180C,"CARTAGENA, A.",70,4,0,1,0,0,0
UNISTU1,"SPIGHT, D.",0,0,0,0,0,466,27
UNISTU3,"HOLTON, A.",13,0,0,0,0,1,0
UNISTU3,"CUMMINGS, B.",23,2,0,0,0,0,0
UNISTU3,"KING, C.",13,0,0,0,0,1,0
UNISTU3,"BRODBECK, D.",11,3,0,0,0,1,0
UNISTU3,"LERNER, S.",14,0,0,0,0,0,0
UNISTU3,"LEE, J.",27,1,0,1,0,0,0
UNISTU3,"LOTFIPOUR, S.",14,0,0,0,0,0,0
UNISTU3,"BRANHAM, S.",10,3,0,0,0,0,0
UNISTU3,"GREEN, C.",37,1,0,0,1,0,0
UNISTU3,"KIA, S.",0,8,2,0,0,42,1
