shortened_name,name,ucinetid,department
"THOMPSON-PEER, K.",Katherine Thompson-Peer,ktpeer,Developmental and Cell Biology
"THOMSEN, D.",Danielle Thomsen,dthomsen,Political Science
"THORNTON, A.",Alexander W Thornton,thornton,Computer Science
"THORNTON, K.",Kevin R Thornton,krthornt,Ecology & Evolutionary Biology
"TICE, B.",Beatrice Anne Tice,ticeb,School of Law
"TIFT, T.",Timothy M Tift,tmtift,Education
"TIMBERLAKE, D.",David Timberlake,dtimberl,Population Health & Disease Prevention
"TINOCO, R.",Roberto Tinoco,rtinoco,Molecular Biology & Biochemistry
"TINSLEY, E.",Elizabeth Noelle Tinsley,etinsley,East Asian Studies
"TINSMAN, H.",Heidi Elizabeth Tinsman,hetinsma,History
"TINTO, E.",Eda Katharine Tinto,etinto,School of Law
"TITA, G.",George E Tita,gtita,"Criminology, Law & Society"
"TITI, E.",Edriss Titi,estiti,Mathematics
"TOBAR, H.",Hector Tobar,htobar,Chicano/Latino Studies
"TOBIAS, D.",Douglas J Tobias,dtobias,Chemistry
"TOLIVER, H.E.",Harold E Toliver,hetolive,English
"TOMA-BERGE, S.",Susan Kiyomi Toma-Berge,tomas,Education
"TOMLINSON, W.",William M Tomlinson,wmt,Informatics
"TONNER, G.",Grace Calabrese Tonner,gtonner,School of Law
"TOPIK, S.",Steven C Topik,sctopik,History
"TOPPER, K.",Keith L Topper,ktopper,Political Science
"TORRES, J.",Julio Ruben Torres,torresju,Spanish & Portuguese
"TORRES, R.",Rudolph David Torres,rudolphd,OVPTL - Summer Session
"TOUKAN, A.",Amjad Mohammad Toukan,atoukan,Economics
"TRAMMELL, A.",Aaron Trammell,trammell,Informatics
"TREAS, J.",Judith Treas,jktreas,Sociology
"TREND, D.",David K Trend,dtrend,Arts-Studio Art
"TRESEDER, K.",Kathleen K Treseder,treseder,Ecology & Evolutionary Biology
"TRIMBLE, V.",Virginia L Trimble,vtrimble,Physics and Astronomy
"TRIMBLE, V.",Vy Hoang Thao Le,vyl2,OVPTL/DUE - Student Success Initiatives
"TRIPLETT, R.",Richard J Triplett,rjtriple,Arts-Drama
"TROMBERG, B.",Bruce G Berg,bgberg,Cognitive Science
"TRUMBORE, S.",Susan E Trumbore,setrumbo,Earth System Science
"TSAI, C.",Chen S Tsai,cstsai,Electrical Engineering & Computer Science
"TSAI, S.",Shiou-Chuan Tsai,sctsai,Molecular Biology & Biochemistry
"TSENG, L.",Li Sheng Tseng,lstseng,Mathematics
"TSENG, P.",Peter C-T Tseng,tsengpc,Electrical Engineering & Computer Science
"TSUDIK, G.",Gene Y Tsudik,gtsudik,Computer Science
"TUCKER, I.",Irene Tucker,irenet,English
"TUCKER, L.",Laura Tucker,tucker,Physics and Astronomy
"TUCKER, S.",Stephen Earl Tucker,stucker,Arts-Music
"TURNER, J.",John G Turner,turnerjg,Paul Merage School of Business
"TURNER, L.",Leigh Garven Turner,lgturner,"Health, Society and Behavior"
"TURNER, S.",Susan F Turner,sfturner,"Criminology, Law & Society"
"TURNEY, K.",Kristin E Turney,kturney,Sociology
"TYAGI, R.",Rajeev Kumar Tyagi,rktyagi,Paul Merage School of Business
"Tonel, E.",Elaine A Tonel,tonele,Occupational & Environ Health
"UBAN, K.",Kristina A Uban,kuban,"Health, Society and Behavior"
"UHLANER, C.",Carole Jean Uhlaner,cuhlaner,Political Science
"ULIBARRI, N.",Nicola Ulibarri,ulibarri,Urban Planning & Public Policy
"UMEZAKI, K.",Kojiro Umezaki,kumezaki,Arts-Music
"URIU, R.",Robert M Uriu,rmuriu,Political Science
"UTTS, J.",Jessica M Utts,jutts,Statistics
"VAGINS, M.",Mark Vagins,mvagins,Physics and Astronomy
"VALDEVIT, L.",Lorenzo Valdevit,valdevit,Materials Science and Engineering
"VALDEZ, A.",Alfonso J Valdez,ajvaldez,Social Sciences Undergraduate Student Affairs
"VAN DER HOEK, A.",Andre van der Hoek,andre,Informatics
"VAN SANT, A.J.",Ann Jessie Van Sant,ajvansan,English
"VAN VRANKEN, D.",David L Van Vranken,dlvanvra,Chemistry
"VANDEKERCKHOVE, J.",Joachim Vandekerckhove,joachim,Cognitive Science
"VANDELL, D.",Deborah L Vandell,dvandell,Education
"VANDELL, K.",Kerry D Vandell,kvandell,School of Law
"VANDERWAL, C.",Christopher Vanderwal,cdv,Chemistry
"VARZI, R.",Roxanne Varzi,rvarzi,Anthropology
"VAZIRANI, V.",Vijay Vazirani,vazirani,Computer Science
"VEENSTRA, J.",Joel Robert Veenstra,jveenstr,Arts-Drama
"VEGA, I.",Irene Isela Vega,ivega,Sociology
"VEIDENBAUM, A.",Alexander Veidenbaum,aveidenb,Computer Science
"VELAYUDHAN, T.",Tejaswi Velayudhan,tvelayud,Economics
"VELEZ CUERVO, C.",Camilo Velez Cuervo,cvelezcu,Mechanical & Aerospace Engineering
"VELICOGNA, I.",Isabella Velicogna,isabella,Earth System Science
"VENKATESH, A.",Alladi Venkatesh,avenkate,Paul Merage School of Business
"VENUGOPALAN, V.",Vasan Venugopalan,vvenugop,Chemical & Biomolecular Engineering
"VERMA, S.",Sunil Verma,verma,SOM - Otolaryngology
"VERSHYNIN, R.",Roman Vershynin,rvershyn,Mathematics
"VIACLOVSKY, J.",Jeffrey A Viaclovsky,jviaclov,Mathematics
"VIEIRA, V.",Veronica Vieira,vvieira,Environmental & Occupational Health - Faculty
"VIGIL, J.",James Vigil,vigil,"Criminology, Law & Society"
"VILLARREAL, L.",Luis P Villarreal,lpvillar,Molecular Biology & Biochemistry
"VILLAVERDE, R.",Roberto Villaverde,rvillave,Civil & Environmental Engineering
"VILLAVICENCIO, A.",Adriana Villavicencio,avillav1,Education
"VILLEGAS, J.",Juan Villegas,gestos,Spanish & Portuguese
"VITTORI, G.",Giulia Vittori,vittorig,European Languages and Studies
"VO, L.",Linda Trinh Vo,volt,Asian American Studies
"VOLOSHINA, A.",Alexandra Voloshina,avoloshi,Mechanical & Aerospace Engineering
"VORTHERMS, S.",Samantha Vortherms,svorther,Political Science
"VRUGT, J.",Jasper Alexander Vrugt,jasper,Civil & Environmental Engineering
"Venkatasubramanian, N.",Nalini Venkatasubramanian,nalini,Computer Science
"WADHWA, W.",Wilima Wadhwa,wwadhwa,Economics
"WALKER, A.",Amanda Jane Walker,ajwalker,Arts-Music
"WALSH, C.",Craig Walsh,cwalsh,Molecular Biology & Biochemistry
"WALTER, M.",Mark Eugene Walter,walterm,Mechanical & Aerospace Engineering
"WALTHALL, A.",Anne Walthall,walthall,History
"WAN, D.",Daqing Wan,dwan,Mathematics
"WAN, F.",Frederic Y Wan,fwan,Mathematics
"WANG, F.",Feng Wang,fwang,Sociology
"WANG, S.",Szu-Wen Wang,wangsw,Chemical & Biomolecular Engineering
"WANG, T.",Tong Wang,wangt5,Arts-Dance
"WANG, W.",Wenqi Wang,wenqiw6,Developmental and Cell Biology
"WANG, Z.",Zhiying Wang,zhiying,Electrical Engineering & Computer Science
"WARMINSKI, A.",Andrzej Warminski,ajwarmin,English
"WARRIOR, R.",Rahul Warrior,rwarrior,Developmental and Cell Biology
"WARSCHAUER, M.",Mark J Warschauer,markw,Education
"WASHINGTON, J.",Julie Washington,julieaw,Education
"WASSERSTROM, J.",Jeffrey Nathan Wasserstrom,jwassers,History
"WATKINS, C.",Claire Vaye Watkins,cvwatkin,English
"WATTENBERG, M.",Martin P Wattenberg,mpwatten,Political Science
"WAY, J.",Jacqueline Yon Way,jyway,English
"WEATHERALL, J.",James Owen Weatherall,weatherj,Logic & Philosophy of Science
"WEBB, Z.",Zidia O Webb,zowebb,Spanish & Portuguese
"WEBER, L.",Libby L Weber,lweber,Paul Merage School of Business
"WEHMEIER, K.",Kai F Wehmeier,wehmeier,Logic & Philosophy of Science
"WEINSTEIN, H.",Henry Elliot Weinstein,hweinste,School of Law
"WEIS, A.E.",Arthur E Weis,aeweis,Ecology & Evolutionary Biology
"WEISS, G.",Gregory Alan Weiss,gweiss,Chemistry
"WELLER, S.",Stephen G Weller,sgweller,Ecology & Evolutionary Biology
"WELLMEYER, P.",Patricia A Wellmeyer,wellmeyp,Paul Merage School of Business
"WENZEL, L.",Lari B Wenzel,lwenzel,DOM General Internal Medicine
"WESTMAN, J.",Joel Westman,jwestman,Mathematics
"WHEALON, C.",Candice Elizabeth Whealon,cezimmer,Sue & Bill Gross School of Nursing
"WHITE, D.",Douglas R White,drwhite,Anthropology
"WHITE, N.",Nicholas Perry White,npwhite,Philosophy
"WHITE, S.",Steven R White,srwhite,Physics and Astronomy
"WHITELEY, J.",John M Whiteley,whiteley,Social Ecology
"WHITESON, D.",Daniel O Whiteson,daniel,Physics and Astronomy
"WHITESON, K.",Katrine Liv Whiteson,katrine,Molecular Biology & Biochemistry
"WHITING, C.",Cecile Marie Whiting,cwhiting,Art History
"WHITLEY, R.J.",Robert J Whitley,rwhitley,Mathematics
"WHITT, S.",Sarah Ashley Whitt,sawhitt,Global & International Studies
"WHYTOCK, C.",Christopher A Whytock,cwhytock,School of Law
"WHYTOCK, J.",Jessica Leanne Whytock,jwimer,School of Law
"WICKRAMASINGHE, H.",Hemantha K Wickramasinghe,hkwick,Electrical Engineering & Computer Science
"WIENER, J.",Jonathan M Wiener,wiener,History
"WILENTZ, A.",Amy Wilentz,awilentz,English
"WILES, T.",Travis John Wiles,wilest,Molecular Biology & Biochemistry
"WILLIAMS, A.",Adrienne E Williams,adriw,Developmental and Cell Biology
"WILLIAMS, D.",DeWayne P Williams,dewaynpw,Psychological Science
"WILLIAMS, J.",Janet L Williams,jlwillia,Mathematics
"WILLIAMS, K.",Kirk Ralph Williams,kirkrw,"Criminology, Law & Society"
"WILLIAMSON, I.",Ian Ocleto Williamson,iowillia,Paul Merage School of Business
"WINTHER TAMAKI, B.",Bert Winther Tamaki,dewinthe,Art History
"WIRTH, D.",Dolores Wirth,dwirth,Education
"WISSEH, C.",Cheryl W Wisseh,cwisseh,Clinical Pharmacy Practice
"WODARZ, D.",Dominik Franz Xaver Wodarz,dwodarz,Population Health & Disease Prevention
"WOLFF, G.A.",Geoffrey A Wolff,gwolff,English
"WOLFSON, J.",Jesse P Wolfson,wolfson,Mathematics
"WOLPE, S.",Sholeh Wolpe,swolpe,Social Sciences Undergraduate Student Affairs
"WONG, B.",Brian J-F Wong,bjwong,SOM - Otolaryngology
"WONG, K.",Karna Lorraine Wong,karnaw,Urban Planning & Public Policy
"WONG, N.",Nathan D Wong,ndwong,SOM - Department of Medicine
"WONG-MA, J.",Jennifer Lee Wong-Ma,jwongma,Computer Science
"WOOD, M.",Marcelo A Wood,mwood,Neurobiology and Behavior
"WRAY, S.",S Ama Wray,wrays,Arts-Dance
"WRIGHT, C.",Charles E Wright,cewright,Cognitive Science
"WRIGHT, V.",Valerie L Wright,vlwright,Social Sciences Undergraduate Student Affairs
"WU, J.",Judy Tzu-Chun Wu,judytw,History
"WU, J.",Jun Wu,junwu,Environmental & Occupational Health - Faculty
"WU, R.",Ruqian Wu,wur,Physics and Astronomy
"WUE, R.",Roberta Wue,rwue,Art History
"WUNDERLICH, Z.",Zeba B Wunderlich,zeba,Developmental and Cell Biology
"Watanabe, J.",Jonathan H Watanabe,jhwatan1,Clinical Pharmacy Practice
"Willoughby-Herard, T.",Tiffany Jean Willoughby-Herard,twilloug,African American Studies
"Woodruff, P.",Peter Woodruff,pwoodruf,Philosophy
"XIA, J.",Jing Xia,xiaj1,Physics and Astronomy
"XIANG, L.",Liangzhong Xiang,liangzhx,SOM - Radiological Sciences
"XIE, X.",Xiaohui Xie,xhx,Computer Science
"XIN, H.",Huolin Xin,huolinx,Physics and Astronomy
"XIN, J.",Jack Xin,jackx,Mathematics
"XIN, M.",Mingdi Xin,mxin,Paul Merage School of Business
"XU, D.",Di Xu,dix3,Education
"XU, X.",Xiangmin Xu,xiangmix,SOM - Anatomy & Neurobiology
"XUAN, Y.",Yuhai Xuan,yuhaix,Paul Merage School of Business
"YAN, G.",Guiyun Yan,guiyuny,Population Health & Disease Prevention
"YANG, D.",David Cherngchiun Yang,yangd8,OVPTL - Summer Session
"YANG, J.",Jann N Yang,jnyang,Civil & Environmental Engineering
"YANG, J.",Jenny Y Yang,jennyyy,Chemistry
"YASSA, M.",Michael A Yassa,myassa,Neurobiology and Behavior
"YEE, A.",Albert Fan Yee,afyee,Chemical & Biomolecular Engineering
"YEH, J.",James J Yeh,jyeh,Mathematics
"YIM, I.",Ilona Sabine Yim,ifederen,Psychological Science
"YIN, S.",Shuya Yin,shuyay,Paul Merage School of Business
"YONEMOTO, B.",Bruce Neal Yonemoto,yonemoto,Arts-Studio Art
"YOUN, M.",Monica Youngna Youn,myyoun,English
"YOUNG, M.",Maia Young,maiay1,Paul Merage School of Business
"YOUSEFIZADEH, H.",Homayoun Yousefizadeh,hyousefi,Electrical Engineering & Computer Science
"YOUSSEFPOUR, H.",Hamed Youssefpour,hyoussef,Mathematics
"YU, C.",Clare C Yu,cyu,Physics and Astronomy
"YU, J.",Jin Yu,jyu20,Physics and Astronomy
"YU, J.",Jin-Yi Yu,jyyu,Earth System Science
"YU, Y.",Yaming Yu,yamingy,Statistics
"YU, Y.",Yifeng Yu,yifengy,Mathematics
"YU, Z.",Zhaoxia Yu,zhaoxia,Statistics
"ZALTA, A.",Alyson K Zalta,azalta,Psychological Science
"ZARATE, S.",Salvador Elias Zarate,sezarate,Anthropology
"ZAREIAN, F.",Farzin Zareian,zareian,Civil & Environmental Engineering
"ZEMAN, M.",Martin Zeman,mzeman,Mathematics
"ZENDER, C.",Charlie Zender,zender,Earth System Science
"ZENG, F.",Fan-Gang Zeng,fzeng,SOM - Otolaryngology
"ZENYUK, I.",Iryna Zenyuk,izenyuk,Chemical & Biomolecular Engineering
"ZERECERO ANTON, M.",Miguel Zerecero Anton,mzerecer,Economics
"ZHANG, J.",Jing Zhang,jingz18,Social Science Graduate Office
"ZHANG, J.",Jing Zhang,jingz31,Computer Science
"ZHANG, X.",Xiangwen Zhang,xiangwen,Mathematics
"ZHAO, H.",Hong-Kai Zhao,zhao,Mathematics
"ZHAO, S.",Shuang Zhao,shz,Computer Science
"ZHAO, W.",Weian Zhao,weianz,Pharmaceutical Sciences
"ZHENG, K.",Kai Zheng,zhengkai,Informatics
"ZHENG, L.",Lu Zheng,luzheng,Paul Merage School of Business
"ZHENG, W.",Weian Zheng,wzheng,Mathematics
"ZHOU, Q.",Qun-Yong Zhou,qzhou,Pharmaceutical Sciences
"ZHU, C.",Chenqi Zhu,chenqiz1,Paul Merage School of Business
"ZI, X.",Xiaolin Zi,xzi,SOM - Urology
"ZIMMERMAN, M.",Marnie Dobson Zimmerman,mdobson,Environmental & Occupational Health - Faculty
"ZINGER, J.",Joanne Frattaroli Zinger,jfrattar,Psychological Science
"ZISSOS, P.",Paul Andrew Zissos,pzissos,Classics
"ZIV, H.",Hadar Ziv,hziv,Informatics
